Match,Server Name,Receiver Name,Server hand,Receiver hand,Date,Tournament,Best of,Court,Surface,Max_Count,Count 4,Won 4,Prob Won 4,Count 5,Won 5,Prob Won 5,Count 6,Won 6,Prob Won 6
19981128-M-Tour_Finals-SF-Alex_Corretja-Pete_Sampras,Alex Corretja,Pete Sampras,R,R,19981128,Tour Finals,3,Deuce,Hard,4,23,16,0.695652174,8,2,0.25,20,15,0.75
19981128-M-Tour_Finals-SF-Tim_Henman-Carlos_Moya,Tim Henman,Carlos Moya,R,R,19981128,Tour Finals,3,Deuce,Hard,6,21,9,0.428571429,2,2,1,34,22,0.647058824
19981129-M-Tour_Finals-F-Alex_Corretja-Carlos_Moya,Alex Corretja,Carlos Moya,R,R,19981129,Tour Finals,5,Deuce,Hard,4,46,28,0.608695652,24,12,0.5,24,16,0.666666667
19990129-M-Australian_Open-SF-Nicolas_Lapentti-Thomas_Enqvist,Nicolas Lapentti,Thomas Enqvist,R,R,19990129,Australian Open,5,Deuce,Hard,6,11,6,0.545454545,1,0,0,34,19,0.558823529
19990129-M-Australian_Open-SF-Yevgeny_Kafelnikov-Tommy_Haas,Yevgeny Kafelnikov,Tommy Haas,R,R,19990129,Australian Open,5,Deuce,Hard,4,24,18,0.75,1,1,1,23,16,0.695652174
19990131-M-Australian_Open-F-Yevgeny_Kafelnikov-Thomas_Enqvist,Yevgeny Kafelnikov,Thomas Enqvist,R,R,19990131,Australian Open,5,Deuce,Hard,4,37,22,0.594594595,4,3,0.75,25,18,0.72
19990314-M-Indian_Wells_Masters-F-Carlos_Moya-Mark_Philippoussis,Carlos Moya,Mark Philippoussis,R,R,19990314,Indian Wells Masters,5,Deuce,Hard,4,33,23,0.696969697,20,14,0.7,20,12,0.6
19990425-M-Monte_Carlo_Masters-F-Marcelo_Rios-Gustavo_Kuerten,Marcelo Rios,Gustavo Kuerten,L,R,19990425,Monte Carlo Masters,5,Deuce,Clay,6,9,7,0.777777778,5,4,0.8,12,6,0.5
19990508-M-Hamburg_Masters-SF-Marcelo_Rios-Carlos_Moya,Marcelo Rios,Carlos Moya,L,R,19990508,Hamburg Masters,3,Deuce,Clay,4,21,13,0.619047619,2,1,0.5,13,8,0.615384615
19990509-M-Hamburg_Masters-F-Marcelo_Rios-Mariano_Zabaleta,Marcelo Rios,Mariano Zabaleta,L,R,19990509,Hamburg Masters,5,Deuce,Clay,6,39,22,0.564102564,8,4,0.5,45,29,0.644444444
19990516-M-Rome_Masters-F-Patrick_Rafter-Gustavo_Kuerten,Patrick Rafter,Gustavo Kuerten,R,R,19990516,Rome Masters,5,Deuce,Clay,4,26,17,0.653846154,3,2,0.666666667,19,13,0.684210526
19990602-M-Wimbledon-SF-Patrick_Rafter-Andre_Agassi,Patrick Rafter,Andre Agassi,R,R,19990602,Wimbledon,5,Deuce,Grass,4,30,18,0.6,7,3,0.428571429,24,15,0.625
19990604-M-Roland_Garros-SF-Dominik_Hrbaty-Andre_Agassi,Dominik Hrbaty,Andre Agassi,R,R,19990604,Roland Garros,5,Deuce,Clay,6,21,11,0.523809524,7,5,0.714285714,36,21,0.583333333
19990606-M-Roland_Garros-F-Andrei_Medvedev-Andre_Agassi,Andrei Medvedev,Andre Agassi,R,R,19990606,Roland Garros,5,Deuce,Clay,6,31,17,0.548387097,3,2,0.666666667,46,30,0.652173913
19990613-M-Queens_Club-SF-Pete_Sampras-Lleyton_Hewitt,Pete Sampras,Lleyton Hewitt,R,R,19990613,Queens Club,3,Deuce,Grass,6,24,18,0.75,1,1,1,29,20,0.689655172
19990703-M-Wimbledon-SF-Tim_Henman-Pete_Sampras,Tim Henman,Pete Sampras,R,R,19990703,Wimbledon,5,Deuce,Grass,6,20,12,0.6,6,5,0.833333333,36,23,0.638888889
19990704-M-Wimbledon-F-Pete_Sampras-Andre_Agassi,Pete Sampras,Andre Agassi,R,R,19990704,Wimbledon,5,Deuce,Grass,6,39,30,0.769230769,,,,50,36,0.72
19990716-M-Davis_Cup_World_Group_QF-RR-Roger_Federer-Xavier_Malisse,Roger Federer,Xavier Malisse,R,R,19990716,Davis Cup World Group QF,5,Deuce,Clay,6,31,18,0.580645161,11,7,0.636363636,38,18,0.473684211
19990801-M-Los_Angeles-F-Pete_Sampras-Andre_Agassi,Pete Sampras,Andre Agassi,R,R,19990801,Los Angeles,3,Deuce,Hard,6,17,11,0.647058824,1,0,0,22,17,0.772727273
19990807-M-Canada_Masters-SF-Nicolas_Kiefer-Thomas_Johansson,Nicolas Kiefer,Thomas Johansson,R,R,19990807,Canada Masters,3,Deuce,Hard,4,25,14,0.56,2,1,0.5,12,6,0.5
19990807-M-Canada_Masters-SF-Yevgeny_Kafelnikov-Andre_Agassi,Yevgeny Kafelnikov,Andre Agassi,R,R,19990807,Canada Masters,3,Deuce,Hard,6,9,5,0.555555556,2,2,1,14,13,0.928571429
19990808-M-Canada_Masters-F-Yevgeny_Kafelnikov-Thomas_Johannson,Yevgeny Kafelnikov,Thomas Johannson,R,R,19990808,Canada Masters,3,Deuce,Hard,4,23,13,0.565217391,2,1,0.5,18,10,0.555555556
19990808-M-Canada_Masters-F-Yevgeny_Kafelnikov-Thomas_Johansson,Yevgeny Kafelnikov,Thomas Johansson,R,R,19990808,Canada Masters,3,Deuce,Hard,4,23,13,0.565217391,2,1,0.5,18,10,0.555555556
19990814-M-Cincinnati_Masters-SF-Patrick_Rafter-Yevgeny_Kafelnikov,Patrick Rafter,Yevgeny Kafelnikov,R,R,19990814,Cincinnati Masters,3,Deuce,Hard,4,11,11,1,3,1,0.333333333,9,7,0.777777778
19990815-M-Cincinnati_Masters-SF-Pete_Sampras-Andre_Agassi,Pete Sampras,Andre Agassi,R,R,19990815,Cincinnati Masters,3,Deuce,Hard,4,13,8,0.615384615,7,6,0.857142857,11,8,0.727272727
19990816-M-Cincinnati_Masters-F-Patrick_Rafter-Pete_Sampras,Patrick Rafter,Pete Sampras,R,R,19990816,Cincinnati Masters,3,Deuce,Hard,6,9,5,0.555555556,3,3,1,9,2,0.222222222
19990822-M-Washington-F-Yevgeny_Kafelnikov-Andre_Agassi,Yevgeny Kafelnikov,Andre Agassi,R,R,19990822,Washington,3,Deuce,Hard,6,14,9,0.642857143,,,,14,9,0.642857143
19990904-M-US_Open-SF-Todd_Martin-Cedric_Pioline,Todd Martin,Cedric Pioline,R,R,19990904,US Open,5,Deuce,Hard,6,12,9,0.75,7,5,0.714285714,22,13,0.590909091
19990904-M-US_Open-SF-Yevgeny_Kafelnikov-Andre_Agassi,Yevgeny Kafelnikov,Andre Agassi,R,R,19990904,US Open,5,Deuce,Hard,4,30,16,0.533333333,1,0,0,24,13,0.541666667
19990912-M-US_Open-F-Todd_Martin-Andre_Agassi,Todd Martin,Andre Agassi,R,R,19990912,US Open,5,Deuce,Hard,4,45,32,0.711111111,2,0,0,28,16,0.571428571
19991003-M-Grand_Slam_Cup-F-Greg_Rusedski-Tommy_Haas,Greg Rusedski,Tommy Haas,L,R,19991003,Grand Slam Cup,5,Deuce,Hard,4,34,23,0.676470588,6,4,0.666666667,27,19,0.703703704
19991017-M-Singapore-F-Marcelo_Rios-Mikael_Tillstrom,Marcelo Rios,Mikael Tillstrom,L,R,19991017,Singapore,3,Deuce,Hard,6,17,11,0.647058824,1,1,1,17,14,0.823529412
19991030-M-Stuttgart_Masters-SF-Greg_Rusedski-Richard_Krajicek,Greg Rusedski,Richard Krajicek,L,R,19991030,Stuttgart Masters,3,Deuce,Hard,6,10,5,0.5,4,2,0.5,12,10,0.833333333
19991030-M-Stuttgart_Masters-SF-Thomas_Enqvist-Andre_Agassi,Thomas Enqvist,Andre Agassi,R,R,19991030,Stuttgart Masters,3,Deuce,Hard,4,20,14,0.7,1,0,0,17,9,0.529411765
19991031-M-Stuttgart_Masters-F-Thomas_Enqvist-Richard_Krajicek,Thomas Enqvist,Richard Krajicek,R,R,19991031,Stuttgart Masters,5,Deuce,Hard,6,28,17,0.607142857,,,,30,23,0.766666667
19991106-M-Paris_Masters-SF-Nicolas_Lapentti-Andre_Agassi,Nicolas Lapentti,Andre Agassi,R,R,19991106,Paris Masters,3,Deuce,Carpet,6,15,9,0.6,4,2,0.5,23,11,0.47826087
19991107-M-Paris_Masters-F-Andre_Agassi-Marat_Safin,Andre Agassi,Marat Safin,R,R,19991107,Paris Masters,5,Deuce,Carpet,4,37,28,0.756756757,5,3,0.6,24,14,0.583333333
19991122-M-Tour_Finals-RR-Pete_Sampras-Andre_Agassi,Pete Sampras,Andre Agassi,R,R,19991122,Tour Finals,3,Deuce,Hard,6,9,6,0.666666667,1,0,0,15,8,0.533333333
19991127-M-Tour_Finals-SF-Pete_Sampras-Nicolas_Kiefer,Pete Sampras,Nicolas Kiefer,R,R,19991127,Tour Finals,3,Deuce,Hard,6,4,3,0.75,2,0,0,16,13,0.8125
19991127-M-Tour_Finals-SF-Yevgeny_Kafelnikov-Andre_Agassi,Yevgeny Kafelnikov,Andre Agassi,R,R,19991127,Tour Finals,3,Deuce,Hard,6,14,10,0.714285714,2,1,0.5,17,10,0.588235294
19991128-M-Tour_Finals-F-Pete_Sampras-Andre_Agassi,Pete Sampras,Andre Agassi,R,R,19991128,Tour Finals,5,Deuce,Carpet,6,9,6,0.666666667,14,10,0.714285714,19,12,0.631578947
20000119-M-Australian_Open-R64-Jan_Kroslak-Roger_Federer,Jan Kroslak,Roger Federer,R,R,20000119,Australian Open,5,Deuce,Hard,6,18,12,0.666666667,3,1,0.333333333,30,15,0.5
20000128-M-Australian_Open-SF-Pete_Sampras-Andre_Agassi,Pete Sampras,Andre Agassi,R,R,20000128,Australian Open,5,Deuce,Hard,6,35,22,0.628571429,,,,43,32,0.744186047
20000128-M-Australian_Open-SF-Yevgeny_Kafelnikov-Magnus_Norman,Yevgeny Kafelnikov,Magnus Norman,R,R,20000128,Australian Open,5,Deuce,Hard,4,17,11,0.647058824,5,3,0.6,15,13,0.866666667
20000130-M-Australian_Open-F-Yevgeny_Kafelnikov-Andre_Agassi,Yevgeny Kafelnikov,Andre Agassi,R,R,20000130,Australian Open,5,Deuce,Hard,4,27,12,0.444444444,5,3,0.6,24,18,0.75
20000205-M-Davis_Cup_World_Group_R1-RR-Roger_Federer-Lleyton_Hewitt,Roger Federer,Lleyton Hewitt,R,R,20000205,Davis Cup World Group R1,5,Deuce,Carpet,6,25,13,0.52,3,2,0.666666667,34,20,0.588235294
20000213-M-Marseille-F-Marc_Rosset-Roger_Federer,Marc Rosset,Roger Federer,R,R,20000213,Marseille,3,Deuce,Hard,6,13,9,0.692307692,3,2,0.666666667,15,11,0.733333333
20000326-M-Miami_Masters-F-Pete_Sampras-Gustavo_Kuerten,Pete Sampras,Gustavo Kuerten,R,R,20000326,Miami Masters,5,Deuce,Hard,4,45,34,0.755555556,8,7,0.875,21,14,0.666666667
20000405-M-Miami_Masters-SF-Pete_Sampras-Lleyton_Hewitt,Pete Sampras,Lleyton Hewitt,R,R,20000405,Miami Masters,3,Deuce,Hard,4,24,16,0.666666667,1,1,1,18,13,0.722222222
20000513-M-Rome_Masters-SF-Magnus_Norman-Lleyton_Hewitt,Magnus Norman,Lleyton Hewitt,R,R,20000513,Rome Masters,3,Deuce,Clay,6,11,9,0.818181818,1,0,0,13,11,0.846153846
20000514-M-Rome_Masters-F-Magnus_Norman-Gustavo_Kuerten,Magnus Norman,Gustavo Kuerten,R,R,20000514,Rome Masters,5,Deuce,Clay,4,29,22,0.75862069,10,8,0.8,17,11,0.647058824
20000604-M-Roland_Garros-R16-Alex_Corretja-Roger_Federer,Alex Corretja,Roger Federer,R,R,20000604,Roland Garros,5,Deuce,Clay,6,14,10,0.714285714,3,2,0.666666667,37,28,0.756756757
20000607-M-Wimbledon-R128-Roger_Federer-Yevgeny_Kafelnikov,Roger Federer,Yevgeny Kafelnikov,R,R,20000607,Wimbledon,5,Deuce,Grass,4,23,14,0.608695652,5,3,0.6,22,16,0.727272727
20000609-M-Roland_Garros-SF-Gustavo_Kuerten-Juan_Carlos_Ferrero,Gustavo Kuerten,Juan Carlos Ferrero,R,R,20000609,Roland Garros,5,Deuce,Clay,6,21,14,0.666666667,6,5,0.833333333,61,32,0.524590164
20000611-M-Roland_Garros-F-Magnus_Norman-Gustavo_Kuerten,Magnus Norman,Gustavo Kuerten,R,R,20000611,Roland Garros,5,Deuce,Clay,4,33,18,0.545454545,19,8,0.421052632,24,13,0.541666667
20000612-M-Queens_Club-QF-Bob_Bryan-Pete_Sampras,Bob Bryan,Pete Sampras,L,R,20000612,Queens Club,3,Deuce,Grass,6,11,6,0.545454545,4,2,0.5,17,10,0.588235294
20000619-M-Queens_Club-F-Pete_Sampras-Lleyton_Hewitt,Pete Sampras,Lleyton Hewitt,R,R,20000619,Queens Club,3,Deuce,Grass,6,12,7,0.583333333,,,,17,10,0.588235294
20000708-M-Wimbledon-SF-Patrick_Rafter-Andre_Agassi,Patrick Rafter,Andre Agassi,R,R,20000708,Wimbledon,5,Deuce,Grass,4,40,31,0.775,7,4,0.571428571,32,20,0.625
20000708-M-Wimbledon-SF-Pete_Sampras-Vladimir_Voltchkov,Pete Sampras,Vladimir Voltchkov,R,R,20000708,Wimbledon,5,Deuce,Grass,6,17,14,0.823529412,,,,20,18,0.9
20000709-M-Wimbledon-F-Patrick_Rafter-Pete_Sampras,Patrick Rafter,Pete Sampras,R,R,20000709,Wimbledon,5,Deuce,Grass,4,27,14,0.518518519,10,4,0.4,21,18,0.857142857
20000805-M-Canada_Masters-F-Wayne_Ferreira-Marat_Safin,Wayne Ferreira,Marat Safin,R,R,20000805,Canada Masters,3,Deuce,Hard,6,24,8,0.333333333,1,0,0,26,19,0.730769231
20000805-M-Canada_Masters-SF-Jiri_Novak-Harel_Levy,Jiri Novak,Harel Levy,R,R,20000805,Canada Masters,3,Deuce,Hard,4,33,19,0.575757576,2,2,1,11,5,0.454545455
20000805-M-Canada_Masters-SF-Wayne_Ferreira-Marat_Safin,Wayne Ferreira,Marat Safin,R,R,20000805,Canada Masters,3,Deuce,Hard,6,24,8,0.333333333,1,0,0,26,19,0.730769231
20000806-M-Canada_Masters-F-Marat_Safin-Harel_Levy,Marat Safin,Harel Levy,R,R,20000806,Canada Masters,3,Deuce,Hard,6,10,8,0.8,2,2,1,14,10,0.714285714
20000812-M-Cincinnati_Masters-SF-Arnaud_Clement-Thomas_Enqvist,Arnaud Clement,Thomas Enqvist,R,R,20000812,Cincinnati Masters,3,Deuce,Hard,4,19,10,0.526315789,1,1,1,17,5,0.294117647
20000812-M-Cincinnati_Masters-SF-Tim_Henman-Gustavo_Kuerten,Tim Henman,Gustavo Kuerten,R,R,20000812,Cincinnati Masters,3,Deuce,Hard,4,35,27,0.771428571,4,3,0.75,21,17,0.80952381
20000901-M-US_Open-R64-Roger_Federer-Daniel_Nestor,Roger Federer,Daniel Nestor,R,L,20000901,US Open,5,Deuce,Hard,6,16,13,0.8125,4,1,0.25,22,18,0.818181818
20000902-M-US_Open-R32-Roger_Federer-Juan_Carlos_Ferrero,Roger Federer,Juan Carlos Ferrero,R,R,20000902,US Open,5,Deuce,Hard,6,27,17,0.62962963,8,8,1,30,22,0.733333333
20000909-M-US_Open-SF-Marat_Safin-Todd_Martin,Marat Safin,Todd Martin,R,R,20000909,US Open,5,Deuce,Hard,6,25,22,0.88,2,0,0,33,18,0.545454545
20000909-M-US_Open-SF-Pete_Sampras-Lleyton_Hewitt,Pete Sampras,Lleyton Hewitt,R,R,20000909,US Open,5,Deuce,Hard,4,32,25,0.78125,,,,27,20,0.740740741
20000910-M-US_Open-F-Pete_Sampras-Marat_Safin,Pete Sampras,Marat Safin,R,R,20000910,US Open,5,Deuce,Hard,4,21,12,0.571428571,2,2,1,18,11,0.611111111
20000922-M-Olympics-SF-Tommy_Haas-Roger_Federer,Tommy Haas,Roger Federer,R,R,20000922,Olympics,3,Deuce,Hard,6,8,3,0.375,,,,10,7,0.7
20000923-M-Olympics-BR-Arnaud_Di_Pasquale-Roger_Federer,Arnaud Di Pasquale,Roger Federer,R,R,20000923,Olympics,3,Deuce,Hard,4,16,10,0.625,4,3,0.75,10,6,0.6
20000928-M-Olympics-F-Yevgeny_Kafelnikov-Tommy_Haas,Yevgeny Kafelnikov,Tommy Haas,R,R,20000928,Olympics,5,Deuce,Hard,4,40,29,0.725,7,3,0.428571429,31,23,0.741935484
20001028-M-Basel-SF-Lleyton_Hewitt-Roger_Federer,Lleyton Hewitt,Roger Federer,R,R,20001028,Basel,3,Deuce,Carpet,6,12,9,0.75,1,0,0,18,11,0.611111111
20001029-M-Basel-F-Thomas_Enqvist-Roger_Federer,Thomas Enqvist,Roger Federer,R,R,20001029,Basel,5,Deuce,Carpet,4,36,23,0.638888889,2,1,0.5,35,24,0.685714286
20001104-M-Stuttgart_Masters-SF-Sebastien_Grosjean-Wayne_Ferreira,Sebastien Grosjean,Wayne Ferreira,R,R,20001104,Stuttgart Masters,3,Deuce,Hard,4,18,8,0.444444444,2,1,0.5,15,8,0.533333333
20001104-M-Stuttgart_Masters-SF-Yevgeny_Kafelnikov-Lleyton_Hewitt,Yevgeny Kafelnikov,Lleyton Hewitt,R,R,20001104,Stuttgart Masters,3,Deuce,Hard,4,23,15,0.652173913,2,1,0.5,22,14,0.636363636
20001105-M-Stuttgart_Masters-F-Lleyton_Hewitt-Wayne_Ferreira,Lleyton Hewitt,Wayne Ferreira,R,R,20001105,Stuttgart Masters,5,Deuce,Hard,4,28,13,0.464285714,,,,18,11,0.611111111
20001118-M-Paris_Masters-SF-Juan_Carlos_Ferrero-Marat_Safin,Juan Carlos Ferrero,Marat Safin,R,R,20001118,Paris Masters,3,Deuce,Hard,4,15,6,0.4,2,1,0.5,7,4,0.571428571
20001118-M-Paris_Masters-SF-Mark_Philippoussis-Gustavo_Kuerten,Mark Philippoussis,Gustavo Kuerten,R,R,20001118,Paris Masters,3,Deuce,Hard,4,22,15,0.681818182,,,,20,15,0.75
20001119-M-Paris_Masters-F-Mark_Philippoussis-Marat_Safin,Mark Philippoussis,Marat Safin,R,R,20001119,Paris Masters,5,Deuce,Carpet,4,49,39,0.795918367,12,10,0.833333333,22,16,0.727272727
20001127-M-Tour_Finals-RR-Pete_Sampras-Lleyton_Hewitt,Pete Sampras,Lleyton Hewitt,R,R,20001127,Tour Finals,3,Deuce,Hard,6,14,9,0.642857143,,,,14,11,0.785714286
20001127-M-Tour_Finals-SF-Marat_Safin-Andre_Agassi,Marat Safin,Andre Agassi,R,R,20001127,Tour Finals,3,Deuce,Hard,4,13,6,0.461538462,5,4,0.8,12,4,0.333333333
20001202-M-Tour_Finals-SF-Pete_Sampras-Gustavo_Kuerten,Pete Sampras,Gustavo Kuerten,R,R,20001202,Tour Finals,3,Deuce,Hard,6,21,13,0.619047619,,,,28,19,0.678571429
20001203-M-Tour_Finals-F-Andre_Agassi-Gustavo_Kuerten,Andre Agassi,Gustavo Kuerten,R,R,20001203,Tour Finals,5,Deuce,Carpet,4,41,30,0.731707317,1,0,0,3,2,0.666666667
20001208-M-Davis_Cup_World_Group_F-RR-Albert_Costa-Lleyton_Hewitt,Albert Costa,Lleyton Hewitt,R,R,20001208,Davis Cup World Group F,5,Deuce,Clay,6,22,13,0.590909091,3,0,0,50,28,0.56
20010120-M-Australian_Open-R32-Carlos_Moya-Lleyton_Hewitt,Carlos Moya,Lleyton Hewitt,R,R,20010120,Australian Open,5,Deuce,Hard,4,35,22,0.628571429,4,3,0.75,32,23,0.71875
20010123-M-Australian_Open_-QF-Todd_Martin_-Andre_Agassi,Todd Martin ,Andre Agassi,R,R,20010123,Australian Open ,5,Deuce,Hard,6,22,12,0.545454545,6,0,0,22,15,0.681818182
20010126-M-Australian_Open-SF-Arnaud_Clement-Sebastien_Grosjean,Arnaud Clement,Sebastien Grosjean,R,R,20010126,Australian Open,5,Deuce,Hard,4,73,50,0.684931507,2,2,1,24,14,0.583333333
20010126-M-Australian_Open-SF-Patrick_Rafter-Andre_Agassi,Patrick Rafter,Andre Agassi,R,R,20010126,Australian Open,5,Deuce,Hard,4,38,29,0.763157895,8,6,0.75,32,22,0.6875
20010128-M-Australian_Open-F-Arnaud_Clement-Andre_Agassi,Arnaud Clement,Andre Agassi,R,R,20010128,Australian Open,5,Deuce,Hard,4,29,18,0.620689655,2,2,1,14,8,0.571428571
20010204-M-Milan-F-Julien_Boutter-Roger_Federer,Julien Boutter,Roger Federer,R,R,20010204,Milan,3,Deuce,Carpet,6,21,17,0.80952381,8,5,0.625,21,8,0.380952381
20010225-M-Rotterdam-F-Roger_Federer-Nicolas_Escude,Roger Federer,Nicolas Escude,R,R,20010225,Rotterdam,3,Deuce,Hard,6,23,11,0.47826087,4,3,0.75,27,19,0.703703704
20010312-M-Indian_Wells-QF-Nicolas_Lapentti-Andre_Agassi,Nicolas Lapentti,Andre Agassi,R,R,20010312,Indian Wells,3,Deuce,Hard,4,11,5,0.454545455,1,0,0,9,4,0.444444444
20010317-M-Indian_Wells_Masters-SF-Lleyton_Hewitt-Andre_Agassi,Lleyton Hewitt,Andre Agassi,R,R,20010317,Indian Wells Masters,3,Deuce,Hard,4,22,11,0.5,1,1,1,18,9,0.5
20010318-M-Indian_Wells_Masters-F-Pete_Sampras-Andre_Agassi,Pete Sampras,Andre Agassi,R,R,20010318,Indian Wells Masters,5,Deuce,Hard,4,29,18,0.620689655,8,3,0.375,13,8,0.615384615
20010319-M-Miami_Masters-R32-Pete_Sampras-Andy_Roddick,Pete Sampras,Andy Roddick,R,R,20010319,Miami Masters,3,Deuce,Hard,4,21,11,0.523809524,2,2,1,14,9,0.642857143
20010328-M-Miami_Masters-R16-Alex_Corretja-Patrick_Rafter,Alex Corretja,Patrick Rafter,R,R,20010328,Miami Masters,3,Deuce,Hard,4,13,6,0.461538462,9,5,0.555555556,8,5,0.625
20010402-M-Miami_Masters-F-Jan_Michael_Gambill-Andre_Agassi,Jan Michael Gambill,Andre Agassi,R,R,20010402,Miami Masters,5,Deuce,Hard,6,12,8,0.666666667,8,4,0.5,19,9,0.473684211
20010408-M-Davis_Cup_World_Group_QF-RR-Gustavo_Kuerten-Lleyton_Hewitt,Gustavo Kuerten,Lleyton Hewitt,R,R,20010408,Davis Cup World Group QF,5,Deuce,Clay,6,18,10,0.555555556,,,,31,22,0.709677419
20010507-M-Rome_Masters-R64-Alex_Corretja-Carlos_Moya,Alex Corretja,Carlos Moya,R,R,20010507,Rome Masters,3,Deuce,Clay,4,21,13,0.619047619,10,4,0.4,20,14,0.7
20010507-M-Rome_Masters-R64-Magnus_Norman-Vincenzo_Santopadre,Magnus Norman,Vincenzo Santopadre,R,L,20010507,Rome Masters,3,Deuce,Clay,4,21,11,0.523809524,5,1,0.2,10,4,0.4
20010508-M-Rome_Masters-R32-Roger_Federer-Marat_Safin,Roger Federer,Marat Safin,R,R,20010508,Rome Masters,3,Deuce,Clay,6,28,18,0.642857143,8,5,0.625,33,20,0.606060606
20010508-M-Rome_Masters-R64-Arnaud_Clement-Federico_Luzzi,Arnaud Clement,Federico Luzzi,R,R,20010508,Rome Masters,3,Deuce,Clay,4,21,12,0.571428571,5,5,1,15,7,0.466666667
20010508-M-Rome_Masters-R64-Marcelo_Rios-Davide_Sanguinetti,Marcelo Rios,Davide Sanguinetti,L,R,20010508,Rome Masters,3,Deuce,Clay,4,26,12,0.461538462,5,2,0.4,18,10,0.555555556
20010511-M-Rome_Masters-R16-Alex_Corretja-Lleyton_Hewitt,Alex Corretja,Lleyton Hewitt,R,R,20010511,Rome Masters,3,Deuce,Clay,4,20,12,0.6,6,3,0.5,15,10,0.666666667
20010602-M-Roland_Garros-R32-Fabrice_Santoro-Marat_Safin,Fabrice Santoro,Marat Safin,R,R,20010602,Roland Garros,5,Deuce,Clay,4,33,17,0.515151515,10,5,0.5,26,14,0.538461538
20010604-M-Roland_Garros-R16-Wayne_Arthurs-Roger_Federer,Wayne Arthurs,Roger Federer,L,R,20010604,Roland Garros,5,Deuce,Clay,6,26,14,0.538461538,3,3,1,27,14,0.518518519
20010605-M-Roland_Garros-QF-Gustavo_Kuerten-Yevgeny_Kafelnikov,Gustavo Kuerten,Yevgeny Kafelnikov,R,R,20010605,Roland Garros,5,Deuce,Clay,6,17,9,0.529411765,,,,43,27,0.627906977
20010607-M-Roland_Garros-QF-Roger_Federer-Alex_Corretja,Roger Federer,Alex Corretja,R,R,20010607,Roland Garros,5,Deuce,Clay,6,16,9,0.5625,8,4,0.5,27,15,0.555555556
20010610-M-Roland_Garros-F-Alex_Corretja-Gustavo_Kuerten,Alex Corretja,Gustavo Kuerten,R,R,20010610,Roland Garros,5,Deuce,Clay,4,25,13,0.52,24,9,0.375,10,6,0.6
20010613-M-Halle-R16-David_Prinosil-Roger_Federer,David Prinosil,Roger Federer,R,R,20010613,Halle,3,Deuce,Grass,6,14,9,0.642857143,8,4,0.5,18,14,0.777777778
20010614-M-Halle-QF-Patrick_Rafter-Roger_Federer,Patrick Rafter,Roger Federer,R,R,20010614,Halle,3,Deuce,Grass,6,21,15,0.714285714,4,2,0.5,24,19,0.791666667
20010617-M-Queens_Club-F-Tim_Henman-Lleyton_Hewitt,Tim Henman,Lleyton Hewitt,R,R,20010617,Queens Club,3,Deuce,Grass,4,29,16,0.551724138,5,3,0.6,17,8,0.470588235
20010622-M-s_Hertogenbosch-SF-Roger_Federer-Lleyton_Hewitt,Roger Federer,Lleyton Hewitt,R,R,20010622,s Hertogenbosch,3,Deuce,0,6,6,2,0.333333333,1,1,1,7,3,0.428571429
20010702-M-Wimbledon-R16-Roger_Federer-Pete_Sampras,Roger Federer,Pete Sampras,R,R,20010702,Wimbledon,5,Deuce,Grass,6,40,28,0.7,12,10,0.833333333,42,34,0.80952381
20010705-M-Wimbledon-QF-Roger_Federer-Tim_Henman,Roger Federer,Tim Henman,R,R,20010705,Wimbledon,5,Deuce,Grass,4,36,21,0.583333333,11,5,0.454545455,30,23,0.766666667
20010707-M-Wimbledon-SF-Goran_Ivanisevic-Tim_Henman,Goran Ivanisevic,Tim Henman,L,R,20010707,Wimbledon,5,Deuce,Grass,4,47,29,0.617021277,2,1,0.5,36,21,0.583333333
20010707-M-Wimbledon-SF-Patrick_Rafter-Andre_Agassi,Patrick Rafter,Andre Agassi,R,R,20010707,Wimbledon,5,Deuce,Grass,4,42,29,0.69047619,4,3,0.75,34,20,0.588235294
20010709-M-Wimbledon-F-Goran_Ivanisevic-Patrick_Rafter,Goran Ivanisevic,Patrick Rafter,L,R,20010709,Wimbledon,5,Deuce,Grass,6,30,20,0.666666667,,,,53,36,0.679245283
20010729-M-Los_Angeles-F-Pete_Sampras-Andre_Agassi,Pete Sampras,Andre Agassi,R,R,20010729,Los Angeles,3,Deuce,Hard,4,17,9,0.529411765,,,,15,7,0.466666667
20010804-M-Canada_Masters-SF-Patrick_Rafter-Fabrice_Santoro,Patrick Rafter,Fabrice Santoro,R,R,20010804,Canada Masters,3,Deuce,Hard,6,14,10,0.714285714,1,0,0,14,10,0.714285714
20010804-M-Canada_Masters-SF-Tommy_Haas-Andrei_Pavel,Tommy Haas,Andrei Pavel,R,R,20010804,Canada Masters,3,Deuce,Hard,4,14,7,0.5,1,0,0,11,5,0.454545455
20010805-M-Canada_Masters-F-Patrick_Rafter-Andrei_Pavel,Patrick Rafter,Andrei Pavel,R,R,20010805,Canada Masters,3,Deuce,Hard,4,19,14,0.736842105,5,3,0.6,18,15,0.833333333
20010811-M-Cincinnati_Masters-SF-Patrick_Rafter-Lleyton_Hewitt,Patrick Rafter,Lleyton Hewitt,R,R,20010811,Cincinnati Masters,3,Deuce,Hard,4,14,10,0.714285714,2,1,0.5,13,11,0.846153846
