Match,Server Name,Receiver Name,Server hand,Receiver hand,Date,Tournament,Best of,Court,Surface,Max_Count,Count 4,Won 4,Prob Won 4,Count 5,Won 5,Prob Won 5,Count 6,Won 6,Prob Won 6
20080904-M-US_Open-QF-Roger_Federer-Gilles_Muller,Gilles Muller,Roger Federer,L,R,20080904,US Open,5,Ad,Hard,6,17,13,0.764705882,9,7,0.777777778,28,21,0.75
20080905-M-US_Open-SF-Rafael_Nadal-Andy_Murray,Andy Murray,Rafael Nadal,R,L,20080905,US Open,5,Ad,Hard,6,25,20,0.8,1,0,0,25,18,0.72
20080908-M-US_Open-F-Roger_Federer-Andy_Murray,Andy Murray,Roger Federer,R,R,20080908,US Open,5,Ad,Hard,4,23,9,0.391304348,1,0,0,11,6,0.545454545
20080928-M-Bangkok-F-Jo_Wilfried_Tsonga-Novak_Djokovic,Novak Djokovic,Jo Wilfried Tsonga,R,R,20080928,Bangkok,3,Ad,Hard,4,16,11,0.6875,2,1,0.5,12,8,0.666666667
20081005-M-Tokyo-F-Tomas_Berdych-Juan_Martin_Del_Potro,Juan Martin Del Potro,Tomas Berdych,R,R,20081005,Tokyo,3,Ad,Hard,4,10,5,0.5,8,5,0.625,7,3,0.428571429
20081018-M-Madrid_Masters-SF-Gilles_Simon-Rafael_Nadal,Rafael Nadal,Gilles Simon,L,R,20081018,Madrid Masters,3,Ad,Hard,4,34,20,0.588235294,2,1,0.5,12,8,0.666666667
20081018-M-Madrid_Masters-SF-Roger_Federer-Andy_Murray,Andy Murray,Roger Federer,R,R,20081018,Madrid Masters,3,Ad,Hard,4,20,13,0.65,6,3,0.5,11,8,0.727272727
20081019-M-Madrid_Masters-F-Gilles_Simon-Andy_Murray,Andy Murray,Gilles Simon,R,R,20081019,Madrid Masters,3,Ad,Hard,4,20,17,0.85,,,,10,8,0.8
20081022-M-Basel-R32-Roger_Federer-Bobby_Reynolds,Bobby Reynolds,Roger Federer,R,R,20081022,Basel,3,Ad,Hard,6,18,14,0.777777778,,,,26,17,0.653846154
20081025-M-Basel-SF-Roger_Federer-Feliciano_Lopez,Feliciano Lopez,Roger Federer,L,R,20081025,Basel,3,Ad,Hard,6,10,7,0.7,2,1,0.5,13,6,0.461538462
20081026-M-Basel-F-Roger_Federer-David_Nalbandian,David Nalbandian,Roger Federer,R,R,20081026,Basel,3,Ad,Hard,4,13,8,0.615384615,4,2,0.5,8,7,0.875
20081026-M-St_Petersburg-F-Andy_Murray-Andrey_Golubev,Andrey Golubev,Andy Murray,R,R,20081026,St Petersburg,3,Ad,Hard,4,16,6,0.375,1,0,0,7,2,0.285714286
20081101-M-Paris_Masters-SF-David_Nalbandian-Nikolay_Davydenko,Nikolay Davydenko,David Nalbandian,R,R,20081101,Paris Masters,3,Ad,Hard,4,21,13,0.619047619,3,2,0.666666667,11,5,0.454545455
20081101-M-Paris_Masters-SF-James_Blake-Jo_Wilfried_Tsonga,Jo Wilfried Tsonga,James Blake,R,R,20081101,Paris Masters,3,Ad,Hard,6,8,7,0.875,1,1,1,9,6,0.666666667
20081102-M-Paris_Masters-F-Jo_Wilfried_Tsonga-David_Nalbandian,David Nalbandian,Jo Wilfried Tsonga,R,R,20081102,Paris Masters,3,Ad,Hard,4,19,12,0.631578947,7,5,0.714285714,17,15,0.882352941
20081114-M-Masters_Cup-RR-Roger_Federer-Andy_Murray,Andy Murray,Roger Federer,R,R,20081114,Masters Cup,3,Ad,Hard,6,24,16,0.666666667,1,1,1,27,15,0.555555556
20081115-M-Tour_Finals-SF-Andy_Murray-Nikolay_Davydenko,Nikolay Davydenko,Andy Murray,R,R,20081115,Tour Finals,3,Ad,Hard,4,13,8,0.615384615,1,1,1,11,8,0.727272727
20081115-M-Tour_Finals-SF-Novak_Djokovic-Gilles_Simon,Gilles Simon,Novak Djokovic,R,R,20081115,Tour Finals,3,Ad,Hard,6,17,9,0.529411765,,,,35,22,0.628571429
20081116-M-Tour_Finals-F-Novak_Djokovic-Nikolay_Davydenko,Nikolay Davydenko,Novak Djokovic,R,R,20081116,Tour Finals,3,Ad,Hard,4,15,8,0.533333333,6,4,0.666666667,8,6,0.75
20090109-M-Doha-SF-Roger_Federer-Andy_Murray,Andy Murray,Roger Federer,R,R,20090109,Doha,3,Ad,Hard,6,15,12,0.8,5,3,0.6,19,14,0.736842105
20090110-M-Doha-F-Andy_Roddick-Andy_Murray,Andy Murray,Andy Roddick,R,R,20090110,Doha,3,Ad,Hard,6,10,8,0.8,1,0,0,12,11,0.916666667
20090125-M-Australian_Open-R16-Fernando_Verdasco-Andy_Murray,Andy Murray,Fernando Verdasco,R,L,20090125,Australian Open,5,Ad,Hard,6,23,16,0.695652174,5,5,1,37,23,0.621621622
20090126-M-Australian_Open-R16-Roger_Federer-Tomas_Berdych,Tomas Berdych,Roger Federer,R,R,20090126,Australian Open,5,Ad,Hard,6,23,13,0.565217391,15,9,0.6,33,17,0.515151515
20090127-M-Australian_Open-QF-Andy_Roddick-Novak_Djokovic,Novak Djokovic,Andy Roddick,R,R,20090127,Australian Open,5,Ad,Hard,4,33,20,0.606060606,7,4,0.571428571,14,8,0.571428571
20090128-M-Australian_Open-QF-Gilles_Simon_-Rafael_Nadal,Rafael Nadal,Gilles Simon ,L,R,20090128,Australian Open,5,Ad,Hard,4,29,23,0.793103448,9,3,0.333333333,7,7,1
20090128-M-Australian_Open-QF-Roger_Federer-Juan_Martin_Del_Potro,Juan Martin Del Potro,Roger Federer,R,R,20090128,Australian Open,5,Ad,Hard,5,11,6,0.545454545,12,3,0.25,7,2,0.285714286
20090129-M-Australian_Open-SF-Andy_Roddick-Roger_Federer,Roger Federer,Andy Roddick,R,R,20090129,Australian Open,5,Ad,Hard,4,22,16,0.727272727,1,0,0,19,14,0.736842105
20090130-M-Australian_Open-SF-Fernando_Verdasco-Rafael_Nadal,Rafael Nadal,Fernando Verdasco,L,L,20090130,Australian Open,5,Ad,Hard,6,24,17,0.708333333,5,4,0.8,54,35,0.648148148
20090201-M-Australian_Open-F-Roger_Federer-Rafael_Nadal,Rafael Nadal,Roger Federer,L,R,20090201,Australian Open,5,Ad,Hard,4,65,44,0.676923077,6,3,0.5,11,9,0.818181818
20090221-M-Memphis-SF-Andy_Roddick-Lleyton_Hewitt,Lleyton Hewitt,Andy Roddick,R,R,20090221,Memphis,3,Ad,Hard,6,21,15,0.714285714,,,,25,17,0.68
20090222-M-Memphis-F-Andy_Roddick-Radek_Stepanek,Radek Stepanek,Andy Roddick,R,R,20090222,Memphis,3,Ad,Hard,4,16,8,0.5,1,1,1,15,11,0.733333333
20090228-M-Dubai-F-Novak_Djokovic-David_Ferrer,David Ferrer,Novak Djokovic,R,R,20090228,Dubai,3,Ad,Hard,4,14,9,0.642857143,5,3,0.6,8,3,0.375
20090321-M-Indian_Wells_Masters-SF-Andy_Roddick-Rafael_Nadal,Rafael Nadal,Andy Roddick,L,R,20090321,Indian Wells Masters,3,Ad,Hard,4,19,12,0.631578947,3,3,1,13,9,0.692307692
20090321-M-Indian_Wells_Masters-SF-Roger_Federer-Andy_Murray,Andy Murray,Roger Federer,R,R,20090321,Indian Wells Masters,3,Ad,Hard,4,27,16,0.592592593,1,1,1,11,6,0.545454545
20090323-M-Indian_Wells_Masters-F-Rafael_Nadal-Andy_Murray,Andy Murray,Rafael Nadal,R,L,20090323,Indian Wells Masters,3,Ad,Hard,6,8,2,0.25,7,4,0.571428571,8,3,0.375
20090404-M-Miami_Masters-SF-Andy_Murray-Juan_Martin_Del_Potro,Juan Martin Del Potro,Andy Murray,R,R,20090404,Miami Masters,3,Ad,Hard,4,25,16,0.64,5,2,0.4,8,3,0.375
20090404-M-Miami_Masters-SF-Roger_Federer-Novak_Djokovic,Novak Djokovic,Roger Federer,R,R,20090404,Miami Masters,3,Ad,Hard,4,13,10,0.769230769,10,4,0.4,10,9,0.9
20090405-M-Miami_Masters-F-Novak_Djokovic-Andy_Murray,Andy Murray,Novak Djokovic,R,R,20090405,Miami Masters,3,Ad,Hard,6,9,5,0.555555556,,,,19,13,0.684210526
20090412-M-Casablanca-F-Florent_Serra-Juan_Carlos_Ferrero,Juan Carlos Ferrero,Florent Serra,R,R,20090412,Casablanca,3,Ad,Clay,4,19,13,0.684210526,1,1,1,7,4,0.571428571
20090412-M-Houston-F-Wayne_Odesnik-Lleyton_Hewitt,Lleyton Hewitt,Wayne Odesnik,R,L,20090412,Houston,3,Ad,Clay,4,11,5,0.454545455,,,,10,5,0.5
20090412-M-Monte_Carlo_Masters-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Novak Djokovic,L,R,20090412,Monte Carlo Masters,3,Ad,Clay,5,7,4,0.571428571,21,9,0.428571429,13,9,0.692307692
20090502-M-Rome_Masters-SF-Fernando_Gonzalez-Rafael_Nadal,Rafael Nadal,Fernando Gonzalez,L,R,20090502,Rome Masters,3,Ad,Clay,4,19,14,0.736842105,,,,3,3,1
20090503-M-Rome_Masters-SF-Novak_Djokovic-Roger_Federer,Roger Federer,Novak Djokovic,R,R,20090503,Rome Masters,3,Ad,Clay,6,16,6,0.375,,,,23,15,0.652173913
20090504-M-Rome_Masters-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Novak Djokovic,L,R,20090504,Rome Masters,3,Ad,Clay,4,22,11,0.5,9,5,0.555555556,2,1,0.5
20090510-M-Belgrade-F-Novak_Djokovic-Lukasz_Kubot_,Lukasz Kubot ,Novak Djokovic,R,R,20090510,Belgrade,3,Ad,Clay,4,18,8,0.444444444,2,0,0,6,3,0.5
20090515-M-Madrid_Masters-SF-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Novak Djokovic,L,R,20090515,Madrid Masters,3,Ad,Clay,5,27,18,0.666666667,28,15,0.535714286,9,5,0.555555556
20090516-M-Madrid_Masters-SF-Roger_Federer-Juan_Martin_Del_Potro,Juan Martin Del Potro,Roger Federer,R,R,20090516,Madrid Masters,3,Ad,Clay,4,13,10,0.769230769,2,2,1,12,6,0.5
20090517-M-Madrid_Masters-F-Rafael_Nadal-Roger_Federer,Roger Federer,Rafael Nadal,R,L,20090517,Madrid Masters,3,Ad,Clay,6,12,7,0.583333333,6,5,0.833333333,13,9,0.692307692
20090531-M-Roland_Garros-R16-Robin_Soderling-Rafael_Nadal,Rafael Nadal,Robin Soderling,L,R,20090531,Roland Garros,5,Ad,Clay,4,29,17,0.586206897,9,5,0.555555556,23,12,0.52173913
20090601-M-Roland_Garros-R16-Andy_Roddick-Gael_Monfils,Gael Monfils,Andy Roddick,R,R,20090601,Roland Garros,5,Ad,Clay,6,16,9,0.5625,1,1,1,17,11,0.647058824
20090601-M-Roland_Garros-R16-Juan_Martin_Del_Potro-Jo_Wilfried_Tsonga,Jo Wilfried Tsonga,Juan Martin Del Potro,R,R,20090601,Roland Garros,5,Ad,Clay,4,28,20,0.714285714,4,3,0.75,18,14,0.777777778
20090601-M-Roland_Garros-R16-Roger_Federer-Tommy_Haas,Tommy Haas,Roger Federer,R,R,20090601,Roland Garros,5,Ad,Clay,6,24,18,0.75,9,2,0.222222222,32,23,0.71875
20090602-M-Roland_Garros-QF-Fernando_Gonzalez-Andy_Murray,Andy Murray,Fernando Gonzalez,R,R,20090602,Roland Garros,5,Ad,Clay,4,30,13,0.433333333,,,,6,5,0.833333333
20090603-M-Roland_Garros-QF-Roger_Federer-Gael_Monfils,Gael Monfils,Roger Federer,R,R,20090603,Roland Garros,5,Ad,Clay,4,29,20,0.689655172,1,1,1,18,8,0.444444444
20090605-M-Roland_Garros-SF-Roger_Federer-Juan_Martin_Del_Potro,Juan Martin Del Potro,Roger Federer,R,R,20090605,Roland Garros,5,Ad,Clay,4,38,20,0.526315789,9,7,0.777777778,31,18,0.580645161
20090607-M-Roland_Garros-F-Robin_Soderling-Roger_Federer,Roger Federer,Robin Soderling,R,R,20090607,Roland Garros,5,Ad,Clay,4,20,16,0.8,,,,12,10,0.833333333
20090629-M-Wimbledon-R16-Robin_Soderling-Roger_Federer,Roger Federer,Robin Soderling,R,R,20090629,Wimbledon,5,Ad,Grass,4,21,17,0.80952381,2,1,0.5,20,17,0.85
20090701-M-Wimbledon-QF-Andy_Roddick-Lleyton_Hewitt,Lleyton Hewitt,Andy Roddick,R,R,20090701,Wimbledon,5,Ad,Grass,4,51,29,0.568627451,1,1,1,40,26,0.65
20090701-M-Wimbledon-QF-Novak_Djokovic-Tommy_Haas,Tommy Haas,Novak Djokovic,R,R,20090701,Wimbledon,5,Ad,Grass,6,25,17,0.68,3,2,0.666666667,27,21,0.777777778
20090701-M-Wimbledon-QF-Roger_Federer-Ivo_Karlovic,Ivo Karlovic,Roger Federer,R,R,20090701,Wimbledon,5,Ad,Grass,4,25,18,0.72,,,,7,5,0.714285714
20090703-M-Wimbledon-SF-Andy_Roddick-Andy_Murray,Andy Murray,Andy Roddick,R,R,20090703,Wimbledon,5,Ad,Grass,4,39,30,0.769230769,1,0,0,23,13,0.565217391
20090703-M-Wimbledon-SF-Tommy_Haas-Roger_Federer,Roger Federer,Tommy Haas,R,R,20090703,Wimbledon,5,Ad,Grass,4,21,19,0.904761905,3,2,0.666666667,12,11,0.916666667
20090705-M-Wimbledon-F-Andy_Roddick-Roger_Federer,Roger Federer,Andy Roddick,R,R,20090705,Wimbledon,5,Ad,Grass,4,45,38,0.844444444,3,2,0.666666667,41,29,0.707317073
20090726-M-Hamburg-F-Paul_Henri_Mathieu-Nikolay_Davydenko,Nikolay Davydenko,Paul Henri Mathieu,R,R,20090726,Hamburg,3,Ad,Clay,4,15,10,0.666666667,1,1,1,7,3,0.428571429
20090809-M-Washington-F-Andy_Roddick-Juan_Martin_Del_Potro,Juan Martin Del Potro,Andy Roddick,R,R,20090809,Washington,3,Ad,Hard,4,20,13,0.65,1,1,1,15,11,0.733333333
20090815-M-Canada_Masters-SF-Andy_Murray-Jo_Wilfried_Tsonga,Jo Wilfried Tsonga,Andy Murray,R,R,20090815,Canada Masters,3,Ad,Hard,4,19,14,0.736842105,,,,16,8,0.5
20090815-M-Canada_Masters-SF-Andy_Roddick-Juan_Martin_Del_Potro,Juan Martin Del Potro,Andy Roddick,R,R,20090815,Canada Masters,3,Ad,Hard,6,13,10,0.769230769,,,,26,16,0.615384615
20090816-M-Cincinnati_Masters-F-Roger_Federer-Novak_Djokovic,Novak Djokovic,Roger Federer,R,R,20090816,Cincinnati Masters,3,Ad,Hard,6,13,8,0.615384615,7,2,0.285714286,18,11,0.611111111
20090821-M-Cincinnati_Masters-QF-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Roger Federer,R,R,20090821,Cincinnati Masters,3,Ad,Hard,4,20,12,0.6,2,0,0,7,5,0.714285714
20090822-M-Cincinnati_Masters-SF-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Novak Djokovic,L,R,20090822,Cincinnati Masters,3,Ad,Hard,5,6,4,0.666666667,12,8,0.666666667,9,6,0.666666667
20090823-M-Cincinnati_Masters-SF-Roger_Federer-Andy_Murray,Andy Murray,Roger Federer,R,R,20090823,Cincinnati Masters,3,Ad,Hard,5,8,6,0.75,16,12,0.75,7,5,0.714285714
20090831-M-US_Open-R128-Andy_Roddick-Bjorn_Phau,Bjorn Phau,Andy Roddick,R,R,20090831,US Open,5,Ad,Hard,4,17,6,0.352941176,3,1,0.333333333,16,6,0.375
20090901-M-US_Open-R128-Roger_Federer-Devin_Britton,Devin Britton,Roger Federer,R,R,20090901,US Open,5,Ad,Hard,4,25,13,0.52,1,0,0,21,7,0.333333333
20090905-M-US_Open-R32-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Roger Federer,R,R,20090905,US Open,5,Ad,Hard,4,27,16,0.592592593,2,0,0,19,15,0.789473684
20090908-M-US_Open-R16-Jo_Wilfried_Tsonga-Fernando_Gonzalez,Fernando Gonzalez,Jo Wilfried Tsonga,R,R,20090908,US Open,5,Ad,Hard,4,39,29,0.743589744,3,2,0.666666667,19,12,0.631578947
20090909-M-US_Open-QF-Roger_Federer-Robin_Soderling,Robin Soderling,Roger Federer,R,R,20090909,US Open,5,Ad,Hard,4,23,17,0.739130435,14,8,0.571428571,20,10,0.5
20090910-M-US_Open-QF-Juan_Martin_Del_Potro-Marin_Cilic,Marin Cilic,Juan Martin Del Potro,R,R,20090910,US Open,5,Ad,Hard,4,25,10,0.4,11,6,0.545454545,13,6,0.461538462
20090913-M-US_Open-SF-Juan_Martin_Del_Potro-Rafael_Nadal,Rafael Nadal,Juan Martin Del Potro,L,R,20090913,US Open,5,Ad,Hard,6,15,7,0.466666667,10,7,0.7,18,11,0.611111111
20090913-M-US_Open-SF-Novak_Djokovic-Roger_Federer,Roger Federer,Novak Djokovic,R,R,20090913,US Open,5,Ad,Hard,6,23,14,0.608695652,2,2,1,23,18,0.782608696
20090914-M-US_Open-F-Roger_Federer-Juan_Martin_Del_Potro,Juan Martin Del Potro,Roger Federer,R,R,20090914,US Open,5,Ad,Hard,6,28,22,0.785714286,17,11,0.647058824,31,22,0.709677419
20091011-M-Beijing-F-Novak_Djokovic-Marin_Cilic,Marin Cilic,Novak Djokovic,R,R,20091011,Beijing,3,Ad,Hard,4,14,8,0.571428571,3,3,1,13,6,0.461538462
20091011-M-Tokyo-F-Jo_Wilfried_Tsonga-Mikhail_Youzhny,Mikhail Youzhny,Jo Wilfried Tsonga,R,R,20091011,Tokyo,3,Ad,Hard,4,12,8,0.666666667,4,1,0.25,7,6,0.857142857
20091017-M-Shanghai_Masters-SF-Feliciano_Lopez-Rafael_Nadal,Rafael Nadal,Feliciano Lopez,L,L,20091017,Shanghai Masters,3,Ad,Hard,4,6,5,0.833333333,2,0,0,2,1,0.5
20091017-M-Shanghai_Masters-SF-Novak_Djokovic-Nikolay_Davydenko,Nikolay Davydenko,Novak Djokovic,R,R,20091017,Shanghai Masters,3,Ad,Hard,6,15,10,0.666666667,11,9,0.818181818,18,13,0.722222222
20091025-M-Moscow-F-Mikhail_Youzhny-Janko_Tipsarevic,Janko Tipsarevic,Mikhail Youzhny,R,R,20091025,Moscow,3,Ad,Hard,4,27,12,0.444444444,2,0,0,22,14,0.636363636
20091105-M-Basel-QF-Roger_Federer-Evgeny_Korolev,Evgeny Korolev,Roger Federer,R,R,20091105,Basel,3,Ad,Hard,6,8,5,0.625,3,1,0.333333333,9,3,0.333333333
20091108-M-Basel-F-Roger_Federer-Novak_Djokovic,Novak Djokovic,Roger Federer,R,R,20091108,Basel,3,Ad,Hard,4,19,12,0.631578947,13,10,0.769230769,9,1,0.111111111
20091108-M-Valencia-F-Andy_Murray-Mikhail_Youzhny,Mikhail Youzhny,Andy Murray,R,R,20091108,Valencia,3,Ad,Hard,6,9,3,0.333333333,,,,9,5,0.555555556
20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,Juan Martin Del Potro,Marat Safin,R,R,20091110,Paris Masters,3,Ad,Hard,6,15,13,0.866666667,5,2,0.4,17,14,0.823529412
20091114-M-Paris_Masters-SF-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Novak Djokovic,L,R,20091114,Paris Masters,3,Ad,Hard,6,6,3,0.5,6,2,0.333333333,6,4,0.666666667
20091114-M-Paris_Masters-SF-Radek_Stepanek-Gael_Monfils,Gael Monfils,Radek Stepanek,R,R,20091114,Paris Masters,3,Ad,Hard,6,19,11,0.578947368,3,1,0.333333333,23,10,0.434782609
20091115-M-Paris_Masters-F-Novak_Djokovic-Gael_Monfils,Gael Monfils,Novak Djokovic,R,R,20091115,Paris Masters,3,Ad,Hard,4,28,13,0.464285714,1,1,1,21,12,0.571428571
20091122-M-Tour_Finals-RR-Andy_Murray-Roger_Federer,Roger Federer,Andy Murray,R,R,20091122,Tour Finals,3,Ad,Hard,4,17,9,0.529411765,1,1,1,13,10,0.769230769
20091122-M-Tour_Finals-RR-Robin_Soderling-Nikolay_Davydenko,Nikolay Davydenko,Robin Soderling,R,R,20091122,Tour Finals,3,Ad,Hard,4,22,16,0.727272727,2,2,1,15,12,0.8
20091122-M-Tour_Finals-RR-Robin_Soderling-Novak_Djokovic,Novak Djokovic,Robin Soderling,R,R,20091122,Tour Finals,3,Ad,Hard,4,23,16,0.695652174,2,1,0.5,8,5,0.625
20091123-M-Tour_Finals-RR-Robin_Soderling-Rafael_Nadal,Rafael Nadal,Robin Soderling,L,R,20091123,Tour Finals,3,Ad,Hard,4,18,10,0.555555556,3,2,0.666666667,7,3,0.428571429
20091126-M-Tour_Finals-RR-Roger_Federer-Juan_Martin_Del_Potro,Juan Martin Del Potro,Roger Federer,R,R,20091126,Tour Finals,3,Ad,Hard,4,21,16,0.761904762,5,2,0.4,20,12,0.6
20091127-M-Tour_Finals-RR-Rafael_Nadal-Novak_Djokovic,Novak Djokovic,Rafael Nadal,R,L,20091127,Tour Finals,3,Ad,Hard,5,7,5,0.714285714,18,13,0.722222222,10,7,0.7
20091127-M-Tour_Finals-SF-Robin_Soderling-Juan_Martin_Del_Potro,Juan Martin Del Potro,Robin Soderling,R,R,20091127,Tour Finals,3,Ad,Hard,4,23,17,0.739130435,3,2,0.666666667,18,14,0.777777778
20091128-M-Tour_Finals-SF-Roger_Federer-Nikolay_Davydenko,Nikolay Davydenko,Roger Federer,R,R,20091128,Tour Finals,3,Ad,Hard,4,24,16,0.666666667,2,1,0.5,13,7,0.538461538
20091129-M-Tour_Finals-F-Nikolay_Davydenko-Juan_Martin_Del_Potro,Juan Martin Del Potro,Nikolay Davydenko,R,R,20091129,Tour Finals,3,Ad,Hard,6,11,5,0.454545455,3,3,1,13,10,0.769230769
19600529-M-Roland_Garros-F-Nicola_Pietrangeli-Luis_Ayala,Nicola Pietrangeli,Luis Ayala,R,R,19600529,Roland Garros,5,Ad,Clay,4,25,9,0.36,3,3,1,11,7,0.636363636
19600704-M-Wimbledon-F-Rod_Laver-Neale_Fraser,Rod Laver,Neale Fraser,L,L,19600704,Wimbledon,5,Ad,Grass,6,10,3,0.3,18,10,0.555555556,35,17,0.485714286
19690703-M-Wimbledon-SF-Rod_Laver-Arthur_Ashe,Rod Laver,Arthur Ashe,L,R,19690703,Wimbledon,5,Ad,Grass,6,15,8,0.533333333,9,7,0.777777778,16,15,0.9375
19690706-M-Wimbledon-F-John_Newcombe-Rod_Laver,John Newcombe,Rod Laver,R,L,19690706,Wimbledon,5,Ad,Grass,6,19,10,0.526315789,2,1,0.5,38,28,0.736842105
19690907-M-US_Open-F-Rod_Laver-Tony_Roche,Rod Laver,Tony Roche,L,L,19690907,US Open,5,Ad,Grass,6,19,9,0.473684211,8,5,0.625,29,22,0.75862069
19700704-M-Wimbledon-F-John_Newcombe-Ken_Rosewall,John Newcombe,Ken Rosewall,R,R,19700704,Wimbledon,5,Ad,Grass,4,56,36,0.642857143,4,1,0.25,16,7,0.4375
19710704-M-Wimbledon-F-John_Newcombe-Stan_Smith,John Newcombe,Stan Smith,R,R,19710704,Wimbledon,5,Ad,Grass,4,45,33,0.733333333,2,1,0.5,22,16,0.727272727
19710916-M-US_Open-F-Jan_Kodes-Stan_Smith,Jan Kodes,Stan Smith,R,R,19710916,US Open,5,Ad,Grass,4,24,16,0.666666667,3,1,0.333333333,13,6,0.461538462
19720910-M-US_Open-F-Arthur_Ashe-Ilie_Nastase,Arthur Ashe,Ilie Nastase,R,R,19720910,US Open,5,Ad,Grass,6,17,13,0.764705882,2,1,0.5,27,17,0.62962963
19730603-M-Roland_Garros-F-Nikola_Pilic-Ilie_Nastase,Nikola Pilic,Ilie Nastase,L,R,19730603,Roland Garros,5,Ad,Clay,4,16,6,0.375,2,1,0.5,7,5,0.714285714
19730909-M-US_Open-F-Jan_Kodes-John_Newcombe,Jan Kodes,John Newcombe,R,R,19730909,US Open,5,Ad,Grass,4,14,5,0.357142857,6,5,0.833333333,10,4,0.4
19740707-M-Wimbledon-F-Ken_Rosewall-Jimmy_Connors,Ken Rosewall,Jimmy Connors,R,L,19740707,Wimbledon,5,Ad,Grass,6,7,3,0.428571429,3,0,0,26,13,0.5
19740714-M-Bastad-F-Bjorn_Borg-Adriano_Panatta,Bjorn Borg,Adriano Panatta,R,R,19740714,Bastad,5,Ad,Clay,4,31,17,0.548387097,10,6,0.6,15,8,0.533333333
19740908-M-US_Open-F-Ken_Rosewall-Jimmy_Connors,Ken Rosewall,Jimmy Connors,R,L,19740908,US Open,5,Ad,Grass,6,3,2,0.666666667,5,1,0.2,15,6,0.4
19750101-M-Australian_Open-F-Jimmy_Connors-John_Newcombe,Jimmy Connors,John Newcombe,L,R,19750101,Australian Open,5,Ad,Grass,4,43,31,0.720930233,6,4,0.666666667,19,10,0.526315789
19750907-M-US_Open-F-Manuel_Orantes-Jimmy_Connors,Manuel Orantes,Jimmy Connors,L,L,19750907,US Open,5,Ad,Clay,4,26,18,0.692307692,2,1,0.5,12,5,0.416666667
19751219-M-Davis_Cup_World_Group_F-RR-Bjorn_Borg-Jiri_Hrebec,Bjorn Borg,Jiri Hrebec,R,R,19751219,Davis Cup World Group F,3,Ad,Hard,6,14,11,0.785714286,3,1,0.333333333,15,9,0.6
19760611-M-Roland_Garros-QF-Raul_Ramirez-Balazs_Taroczy,Raul Ramirez,Balazs Taroczy,R,R,19760611,Roland Garros,5,Ad,Clay,4,47,26,0.553191489,3,2,0.666666667,30,18,0.6
19770109-M-Australian_Open-F-Roscoe_Tanner-Guillermo_Vilas,Roscoe Tanner,Guillermo Vilas,L,L,19770109,Australian Open,5,Ad,Grass,4,20,13,0.65,,,,19,15,0.789473684
19770911-M-US_Open-F-Guillermo_Vilas-Jimmy_Connors,Guillermo Vilas,Jimmy Connors,L,L,19770911,US Open,5,Ad,Clay,4,25,20,0.8,10,5,0.5,24,14,0.583333333
19780108-M-Tour_Finals-F-Bjorn_Borg-Jimmy_Connors,Bjorn Borg,Jimmy Connors,R,L,19780108,Tour Finals,3,Ad,Carpet,6,13,9,0.692307692,2,2,1,22,13,0.590909091
19780125-M-Pepsi_Grand_Slam-SF-Brian_Gottfried-Bjorn_Borg,Brian Gottfried,Bjorn Borg,R,R,19780125,Pepsi Grand Slam,3,Ad,Clay,4,17,12,0.705882353,2,1,0.5,5,2,0.4
19780611-M-Roland_Garros-F-Bjorn_Borg-Guillermo_Vilas,Bjorn Borg,Guillermo Vilas,R,L,19780611,Roland Garros,5,Ad,Clay,6,9,8,0.888888889,3,1,0.333333333,15,8,0.533333333
19790107-M-Australian_Open-F-John_Marks-Guillermo_Vilas,John Marks,Guillermo Vilas,R,L,19790107,Australian Open,5,Ad,Grass,4,27,17,0.62962963,13,11,0.846153846,21,9,0.428571429
19790114-M-Masters-F-Arthur_Ashe-John_Mcenroe,Arthur Ashe,John Mcenroe,R,L,19790114,Masters,3,Ad,Hard,6,18,12,0.666666667,,,,18,12,0.666666667
19790922-M-Palermo-SF-Corrado_Barazzutti-Adriano_Panatta,Corrado Barazzutti,Adriano Panatta,R,R,19790922,Palermo,3,Ad,Clay,5,1,1,1,19,17,0.894736842,1,0,0
19800113-M-Tour_Finals-F-Vitas_Gerulaitis-Bjorn_Borg,Vitas Gerulaitis,Bjorn Borg,R,R,19800113,Tour Finals,3,Ad,Carpet,4,22,14,0.636363636,1,1,1,6,3,0.5
19800606-M-Roland_Garros-SF-Bjorn_Borg-Harold_Solomon,Bjorn Borg,Harold Solomon,R,R,19800606,Roland Garros,5,Ad,Clay,6,14,11,0.785714286,2,1,0.5,16,12,0.75
19800608-M-Roland_Garros-F-Vitas_Gerulaitis-Bjorn_Borg,Vitas Gerulaitis,Bjorn Borg,R,R,19800608,Roland Garros,5,Ad,Clay,4,26,12,0.461538462,2,1,0.5,10,6,0.6
